MC,Reactants,Reagents,Products,uspto_split
imine_formation,CCc1ccc(C(=O)N2CCC3(CC2)Oc2ccccc2-n2c(C=O)ccc23)cc1OC.NO,[H+],CCc1ccc(C(=O)N2CCC3(CC2)Oc2ccccc2-n2c(C=NO)ccc23)cc1OC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)NCCN,,CC(C)NCCNC(=O)OC(C)(C)C,train
SN2,Cc1ccn2c(=O)c(CCCl)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,,Cc1ccn2c(=O)c(CCN3CCC(c4c[nH]c5ccccc45)CC3)c(C)nc2c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1c(Nc2ccc(I)cc2F)c(N)c2n(c1=O)CCO2.O=S(=O)(Cl)C1(COCc2ccccc2)CC1,,Cc1c(Nc2ccc(I)cc2F)c(NS(=O)(=O)C2(COCc3ccccc3)CC2)c2n(c1=O)CCO2,train
SN2_alcohol(thiol),CCCCCC(Br)C(=O)O.CC(=O)CCl,[H-].[Na+],CCCCCC(Br)C(=O)OCC(C)=O,train
SNAr(para),CCOc1nc(Cl)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2.NC1CCOC1,,CCOc1nc(NC2CCOC2)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2,train
SN2,Cn1cncc1C(O)(c1ccc(Cl)nc1)c1ccc2[nH]c(=O)cc(-c3cccc(Cl)c3)c2c1.BrCC1CC1,,Cn1cncc1C(O)(c1ccc(Cl)nc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2CC1CC1,train
DCC_condensation,COC1CCN(c2nc3ccc(NC(=O)c4c(C(=O)O)cnn4C)cn3n2)C1.C1CCNC1,C(=NC1CCCCC1)=NC1CCCCC1,COC1CCN(c2nc3ccc(NC(=O)c4c(C(=O)N5CCCC5)cnn4C)cn3n2)C1,train
nucleophilic_attack_to_iso(thio)cyanate,COC(=O)C(C)Oc1cc(C)ccc1COc1ccc(N=C=S)c(F)c1.C1CCNNC1,,COC(=O)C(C)Oc1cc(C)ccc1COc1ccc(NC(=S)N2CCCCN2)c(F)c1,train
imine_formation,C=CCn1c(C)c(C)c2ccnc(C=O)c21.Nc1ccc(F)cc1,[H+],C=CCn1c(C)c(C)c2ccnc(C=Nc3ccc(F)cc3)c21,train
SNAr(para),Cc1ccc(-n2cc(CCO)nn2)cc1C(=O)c1ccc(Br)cc1Cl.Nc1cccc(Cl)c1Cl,,Cc1ccc(-n2cc(CCO)nn2)cc1C(=O)c1ccc(Nc2cccc(Cl)c2Cl)cc1Cl,train
DCC_condensation,COc1ccc(C(=O)O)cc1[N+](=O)O.COc1ccc(CCN)cc1,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(CCNC(=O)c2ccc(OC)c([N+](=O)O)c2)cc1,train
Boc_deprotection,CCCCNC(=O)C(C)CC(O)C(CC(CNC(=O)c1ccccc1OCCCOC)C(C)C)NC(=O)OC(C)(C)C,[H+],CCCCNC(=O)C(C)CC(O)C(N)CC(CNC(=O)c1ccccc1OCCCOC)C(C)C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1cnc2c(F)cc(-c3ccccc3C)cc2c1O.NCc1ccc(Cl)cc1,,Cc1ccccc1-c1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1,train
SN2_alcohol(thiol),O=c1cc(O)cnn1C1CCCCO1.Fc1ccc(CBr)nc1,[H-].[Na+],O=c1cc(OCc2ccc(F)cn2)cnn1C1CCCCO1,train
DCC_condensation,CC(C)(C)OC(=O)C(C)(C)Oc1ccc(C(=O)O)cc1.OCc1cn(Cc2ccc(SC(F)(F)F)cc2)nn1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)C(C)(C)Oc1ccc(C(=O)OCc2cn(Cc3ccc(SC(F)(F)F)cc3)nn2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)C1CCCCC1.NCCc1cccs1,,O=C(NCCc1cccs1)C1CCCCC1,train
Mitsunobu,CC(C)(C)OC(=O)C(CCO)NC(=O)OCc1ccccc1.COC(=O)CCc1cccc(O)c1,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,COC(=O)CCc1cccc(OCCC(NC(=O)OCc2ccccc2)C(=O)OC(C)(C)C)c1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC2(CC1)CC(n1nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc31)C2,[H+],Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CC2(CCNCC2)C1,train
SN2,Clc1ccc(Oc2ccc(OC3CCNC3)cc2)cc1.COC(=O)CCCBr,,COC(=O)CCCN1CCC(Oc2ccc(Oc3ccc(Cl)cc3)cc2)C1,train
SN2_alcohol(thiol),N#Cc1cc(F)c(-n2c(=O)cc(C(F)(F)F)n3ccnc23)cc1O.C#CCBr,[H-].[Na+],C#CCOc1cc(-n2c(=O)cc(C(F)(F)F)n3ccnc23)c(F)cc1C#N,train
SN2_alcohol(thiol),FC(F)(F)c1ccc(-c2cncc(CCl)c2)cc1.Oc1ccc(CCCCn2ccnn2)cc1,[H-].[Na+],FC(F)(F)c1ccc(-c2cncc(COc3ccc(CCCCn4ccnn4)cc3)c2)cc1,train
DCC_condensation,O=C(O)c1cc(F)c(F)cc1Cl.N,C(=NC1CCCCC1)=NC1CCCCC1,NC(=O)c1cc(F)c(F)cc1Cl,train
DCC_condensation,CC(C)C(C(=O)O)c1cc2cc(F)ccc2s1.OCc1[nH]ccc1Cc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)C(C(=O)OCc1[nH]ccc1Cc1ccccc1)c1cc2cc(F)ccc2s1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1ccc2c(OC3CNC(C(=O)O)C3)nccc2c1.O=C(Cl)OCC1c2ccccc2-c2ccccc21,,COc1ccc2c(OC3CC(C(=O)O)N(C(=O)OCC4c5ccccc5-c5ccccc54)C3)nccc2c1,train
DCC_condensation,Cc1nc(NC(=N)N)sc1C(=O)Nc1cccc(C(=O)O)c1.CC(C)(C)OC(=O)CC(N)C(=O)Nc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1nc(NC(=N)N)sc1C(=O)Nc1cccc(C(=O)NC(CC(=O)OC(C)(C)C)C(=O)Nc2ccccc2)c1,train
O_demethylation,CCC1c2ccccc2-c2cc(Br)ccc2N1S(=O)(=O)c1ccc(OC)cc1,BrB(Br)Br.O,CCC1c2ccccc2-c2cc(Br)ccc2N1S(=O)(=O)c1ccc(O)cc1,train
SNAr(para),CCN(CC)c1c([N+](=O)O)cc(C)c(Cl)c1[N+](=O)O.N,,CCN(CC)c1c([N+](=O)O)cc(C)c(N)c1[N+](=O)O,train
SN1,CCCc1cnc(N2CCC(OS(C)(=O)=O)CC2)nc1.O=c1cc(O)c(-c2ccccc2)c[nH]1,,CCCc1cnc(N2CCC(Oc3cc(=O)[nH]cc3-c3ccccc3)CC2)nc1,train
DCC_condensation,CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)O.NCCS(=O)(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)NCCS(=O)(=O)O,train
DCC_condensation,COc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1.CC(C)(C)OC(=O)N1CCC(N)(c2ccccc2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC4(c5ccccc5)CCN(C(=O)OC(C)(C)C)CC4)ccc3Cl)c(=O)[nH]c2n1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C1OC(C(O)CO)C(O)=C1OCC(O)CO.CCCCCCCC(=O)Cl,[H-].[Na+],CCCCCCCC(=O)OC1=C(OCC(O)CO)C(=O)OC1C(O)CO,train
alcohol_attack_to_carbonyl_or_sulfonyl,COC(=O)C(C)(C)NC(=O)C(Cc1ccc(OCc2ccccc2)c(O)c1)NC(=O)OC(C)(C)C.CCN=C=O,[H-].[Na+].O,CCNC(=O)Oc1cc(CC(NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C(=O)OC)ccc1OCc1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cccc(-c2ccc(Oc3ccc(F)cc3)cc2)n1.O=S(=O)(Cl)C=Cc1ccccc1,,O=S(=O)(C=Cc1ccccc1)Nc1cccc(-c2ccc(Oc3ccc(F)cc3)cc2)n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1cccc(OC)c1C(=O)Cl.c1ccc2c(c1)NCC1CCCN21,,COc1cccc(OC)c1C(=O)N1CC2CCCN2c2ccccc21,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(C)(C)OC(=O)n1c(-c2ccc(O)c3c2C(=O)NC3)cc2cc(CN3CCCCC3)ccc21.Cc1noc(C)c1S(=O)(=O)Cl,[H-].[Na+],Cc1noc(C)c1S(=O)(=O)Oc1ccc(-c2cc3cc(CN4CCCCC4)ccc3n2C(=O)OC(C)(C)C)c2c1CNC2=O,train
SN1,COc1ccccc1C1(Cl)C(=O)Nc2ccc(Cl)cc21.CN(C)C(=O)CCC(N)C(=O)N(C)C,,COc1ccccc1C1(NC(CCC(=O)N(C)C)C(=O)N(C)C)C(=O)Nc2ccc(Cl)cc21,train
SN2,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21.Cc1oc(=O)oc1CBr,,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,train
SN2_alcohol(thiol),COC(=O)C1C2CC3C(OC(=O)C31)C2OC(=O)CCCCl.C=C(C)C(=O)O,[H-].[Na+],C=C(C)C(=O)OCCCC(=O)OC1C2CC3C1OC(=O)C3C2C(=O)OC,train
SN2,COC(=O)c1cc(C(=O)CBr)ccc1O.Cc1ccccc1N1CCNCC1,,COC(=O)c1cc(C(=O)CN2CCN(c3ccccc3C)CC2)ccc1O,train
SN2_alcohol(thiol),OCCC(=C(c1ccc(O)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1.BrCCOCc1ccccc1,[H-].[Na+],OCCC(=C(c1ccc(OCCOCc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1,train
SN2_alcohol(thiol),CCCc1c(OCCCI)ccc2c1OC(CCC(=O)OCC)CC2.CNC(=O)c1ccc(O)c(CC2CC2)c1O,[H-].[Na+],CCCc1c(OCCCOc2ccc(C(=O)NC)c(O)c2CC2CC2)ccc2c1OC(CCC(=O)OCC)CC2,train
nucleophilic_attack_to_iso(thio)cyanate,CS(=O)(=O)c1nnc(N=C=O)s1.CNCC=O,,CN(CC=O)C(=O)Nc1nnc(S(C)(=O)=O)s1,train
SN2,ICCCc1cccc(OCc2ccccc2)c1.OCC(O)Cc1ncc[nH]1,,OCC(O)Cc1nccn1CCCc1cccc(OCc2ccccc2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(Nc2nccc(Nc3ccc(F)cc3)n2)cc1.CC(C)(C)OC(=O)NCCNC1CN(C(=O)OC(C)(C)C)C1,,CC(C)(C)OC(=O)NCCN(C1CN(C(=O)OC(C)(C)C)C1)S(=O)(=O)c1ccc(Nc2nccc(Nc3ccc(F)cc3)n2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCC(C)S(=O)c1nc[nH]n1.C=CCN(CC=C)C(=O)Cl,,C=CCN(CC=C)C(=O)n1cnc(S(=O)C(C)CC)n1,train
SN2_alcohol(thiol),OCCSc1ccccc1.CC(C)(C)OC(=O)CBr,[H-].[Na+],CC(C)(C)OC(=O)COCCSc1ccccc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(O)CNc1c(Cl)cccc1Cl.CS(=O)(=O)Cl,[H-].[Na+],CC(CNc1c(Cl)cccc1Cl)OS(C)(=O)=O,train
SN2,COC(=O)c1ccccc1-c1ccc(CBr)cc1.CCCCc1nc(SC)c(C(=O)OCC)[nH]1,,CCCCc1nc(SC)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2C(=O)OC)cc1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCCC(Nc2ccnc(-c3cnc4ccc(C#N)cn34)n2)C1,[H+],N#Cc1ccc2ncc(-c3nccc(NC4CCCNC4)n3)n2c1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(CCCCc2ccncc2)CC1,[H+],c1cc(CCCCC2CCNCC2)ccn1,train
DCC_condensation,O=C(O)c1cc(-c2ccncc2)n[nH]c1=O.NCc1ccncc1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(NCc1ccncc1)c1cc(-c2ccncc2)n[nH]c1=O,train
SN2,O=c1[nH]c2ccccc2n1C1CCNCC1.ClCCCCn1cnc2ccccc21,,O=c1[nH]c2ccccc2n1C1CCN(CCCCn2cnc3ccccc32)CC1,train
DCC_condensation,Cc1ccc2c(c1)c1c(n2CCN)CCN(C)C1.O=C(O)C1CCCC1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1ccc2c(c1)c1c(n2CCNC(=O)C2CCCC2)CCN(C)C1,train
SN2,Cc1cccc(C)c1NS(C)(=O)=O.CC(Br)CCBr,,Cc1cccc(C)c1N(CCC(C)Br)S(C)(=O)=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(Br)cc1.CC(C)(C)N,,CC(C)(C)NS(=O)(=O)c1ccc(Br)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1C(=O)N1CC2CN(CCC3(c4ccccc4)CCNC3)CC2C1.O=C(Cl)C1CCCC1,,Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1C(=O)N1CC2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)CC2C1,train
DCC_condensation,CC(Oc1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1)C(=O)O.N,C(=NC1CCCCC1)=NC1CCCCC1,CC(Oc1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1)C(N)=O,train
reductive_amination,CC(C)CCOc1ccc2ccccc2c1C=O.CC(C)C(=O)Nc1cccc(C2CCNCC2)c1,[H+].[BH3-]C#N.[Na+],CC(C)CCOc1ccc2ccccc2c1CN1CCC(c2cccc(NC(=O)C(C)C)c2)CC1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC1(C)CN(Cc2cccnc2)c2ccc(O)cc21.O=C=NCc1ccccc1,[H-].[Na+].O,CC1(C)CN(Cc2cccnc2)c2ccc(OC(=O)NCc3ccccc3)cc21,train
SN2,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(OCCCCCI)cc2)N1c1ccc(F)cc1.CNCC(O)C(O)C(O)C(O)CO,,CN(CCCCCOc1ccc(C2C(CCC(O)c3ccc(F)cc3)C(=O)N2c2ccc(F)cc2)cc1)CC(O)C(O)C(O)C(O)CO,train
SN2,CC1(C2CCNc3ccccc32)COC1.NC(=O)CI,,CC1(C2CCN(CC(N)=O)c3ccccc32)COC1,train
SN2,CCOCCn1c(CN2CCCNCC2)nc2ccccc21.ClCCCCn1cccc1,,CCOCCn1c(CN2CCCN(CCCCn3cccc3)CC2)nc2ccccc21,train
reductive_amination,O=C1SC(=Cc2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1C1CCNCC1F.CC=O,[H+].[BH3-]C#N.[Na+],CCN1CCC(N2C(=O)SC(=Cc3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)C(F)C1,train
DCC_condensation,[N-]=[N+]=Nc1ccc(C(=O)O)cc1.CCCN,C(=NC1CCCCC1)=NC1CCCCC1,CCCNC(=O)c1ccc(N=[N+]=[N-])cc1,train
Boc_deprotection,CCc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1N(C)c1cc2c(cn1)ncn2C,[H+],CCc1cc(C2CCNCC2)ccc1N(C)c1cc2c(cn1)ncn2C,train
nucleophilic_attack_to_iso(thio)cyanate,NNC(=O)c1ccc(Cl)cc1.O=C=NCc1ccccc1,,O=C(NCc1ccccc1)NNC(=O)c1ccc(Cl)cc1,train
DCC_condensation,O=C(O)C(=NOC(c1ccccc1)(c1ccccc1)c1ccccc1)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1.NC1C(=O)NC1CCl,C(=NC1CCCCC1)=NC1CCCCC1,O=C(NC1C(=O)NC1CCl)C(=NOC(c1ccccc1)(c1ccccc1)c1ccccc1)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,train
DCC_condensation,O=C(O)c1cc2ncc(Br)cn2n1.C1=C(c2ccccn2)CNCC1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(c1cc2ncc(Br)cn2n1)N1CCC=C(c2ccccn2)C1,train
reductive_amination,CN(C)c1cc(-c2c(C=O)nc3ccccn23)ccn1.CNC1CCCc2cccnc21,[H+].[BH3-]C#N.[Na+],CN(C)c1cc(-c2c(CN(C)C3CCCc4cccnc43)nc3ccccn23)ccn1,train
aldol_condensation,CCCCCOc1ccc(C=O)cc1OC.O=C1COc2cc(O)ccc21,[OH-],CCCCCOc1ccc(C=C2Oc3cc(O)ccc3C2=O)cc1OC,train
SN2_alcohol(thiol),O=C(Nc1ccc(N2CCCCC2)cc1C(=O)NN=Cc1ccc(Cl)c(C(F)(F)F)c1)c1cccc(CBr)c1.CCOC(=O)CNC(=O)CCS,[H-].[Na+],CCOC(=O)CNC(=O)CCSCc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2C(=O)NN=Cc2ccc(Cl)c(C(F)(F)F)c2)c1,train
O_demethylation,COc1ccc2c3c1CCCN3CCCC2,BrB(Br)Br.O,Oc1ccc2c3c1CCCN3CCCC2,train
SN2,NC(=O)c1cc(-c2cccnc2C(Cc2cc(F)cc(F)c2)NC(=O)CCl)ccc1F.COC(=O)c1n[nH]c2c1COC2,,COC(=O)c1nn(CC(=O)NC(Cc2cc(F)cc(F)c2)c2ncccc2-c2ccc(F)c(C(N)=O)c2)c2c1COC2,train
DCC_condensation,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn(C2CCCNC2)c1N.CN1CC=C(C(=O)O)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CN1CC=C(C(=O)N2CCCC(n3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3N)C2)CC1,train
aldol_condensation,CCCCC1(CCC(=O)CC)Cc2cc(N)c(F)cc2C1=O,[OH-],CCCCC12CCC(=O)C(C)=C1c1cc(F)c(N)cc1C2,train
imine_formation,NNc1cccnc1Cl.CCC(=O)CC,[H+],CCC(CC)=NNc1cccnc1Cl,train
SN2_alcohol(thiol),CC(C)C1OC(=O)Nc2ccc(OCCCCl)cc21.Sc1ccc(Cl)c(Cl)c1,[H-].[Na+],CC(C)C1OC(=O)Nc2ccc(OCCCSc3ccc(Cl)c(Cl)c3)cc21,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cnc(N2CCN(S(=O)(=O)c3cccs3)CC2)s1.NO,,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3cccs3)CC2)s1,train
SN2,CC1(C)COc2cc3c(cc21)C1(CO3)C(=O)Nc2ccccc21.FC(F)(F)c1ccc(CBr)o1,,CC1(C)COc2cc3c(cc21)C1(CO3)C(=O)N(Cc2ccc(C(F)(F)F)o2)c2ccccc21,train
reductive_amination,O=C1CCCc2cccnc21.NCc1nc2ccccc2[nH]1,[H+].[BH3-]C#N.[Na+],c1cnc2c(c1)CCCC2NCc1nc2ccccc2[nH]1,train
SN1,Oc1ncn(-c2cccc(C(F)(F)F)c2)n1.CCOC(=O)C(C)Br,,CCOC(=O)C(C)Oc1ncn(-c2cccc(C(F)(F)F)c2)n1,train
DCC_condensation,O=C1NC(=S)SC1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1.CN1CCNCC1,C(=NC1CCCCC1)=NC1CCCCC1,CN1CCN(C(=O)c2ccc(-c3ccc(C=C4SC(=S)NC4=O)o3)cc2)CC1,train
SN2_alcohol(thiol),CCOC(=O)c1c(Cc2cccc(C(F)(F)F)c2)c2ccccc2n1Cc1cc(O)cc(OS(C)(=O)=O)c1.BrCC1CC1,[H-].[Na+],CCOC(=O)c1c(Cc2cccc(C(F)(F)F)c2)c2ccccc2n1Cc1cc(OCC2CC2)cc(OS(C)(=O)=O)c1,train
O_demethylation,COc1ccc(C(=O)c2c(-c3ccc(OC)cc3)sc3cc(OC)ccc23)cc1,BrB(Br)Br.O,COc1ccc(-c2sc3cc(OC)ccc3c2C(=O)c2ccc(O)cc2)cc1,train
DCC_condensation,CCCNc1ccc(C(=O)N2CCCC(CC(=O)O)c3ccccc32)c(Cl)c1.CC(C)N,C(=NC1CCCCC1)=NC1CCCCC1,CCCNc1ccc(C(=O)N2CCCC(CC(=O)NC(C)C)c3ccccc32)c(Cl)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,FC(F)(F)c1ccc(Oc2cccc(C=C3CCNCC3)c2)nc1.CCOC(=O)Nc1cccnn1,,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc2cc(C(=O)Cl)ccc2c1.CNC,,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc2cc(C(=O)N(C)C)ccc2c1,train
SN2,O=C(NCc1cccc(C(F)(F)F)c1)c1ccnc(-c2cc(N3CCCCC3)ccc2NC(=O)c2cccc(CCl)c2)c1.CNCCN1CCN(C(=O)OC(C)(C)C)CC1,,CN(CCN1CCN(C(=O)OC(C)(C)C)CC1)Cc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2-c2cc(C(=O)NCc3cccc(C(F)(F)F)c3)ccn2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1ccnnc1.O=C(Cl)CCl,,O=C(CCl)Nc1ccnnc1,train
ester_reduction,COC(=O)Cc1coc2ccccc12,[AlH4-].[AlH4-].[H+],OCCc1coc2ccccc12,train
carbonyl_reduction,O=C(c1ccc(O)cc1)C(F)(F)F,[BH4-].CO,Oc1ccc(C(O)C(F)(F)F)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(Cl)c(Cl)c1.COC(=O)Cc1ccccc1N,,COC(=O)Cc1ccccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,train
DCC_condensation,CC(C)(C)OC(=O)N1CCN(c2c(C(=O)NN)cnc3[nH]ccc23)CC1.CC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CC(=O)NNC(=O)c1cnc2[nH]ccc2c1N1CCN(C(=O)OC(C)(C)C)CC1,train
reductive_amination,CC(NC(=O)N1CC(N)C1)c1ccc(C(F)(F)F)cc1.CC(=O)Cc1ccccc1C,[H+].[BH3-]C#N.[Na+],Cc1ccccc1CC(C)NC1CN(C(=O)NC(C)c2ccc(C(F)(F)F)cc2)C1,train
reductive_amination,CC1(C)C=C(c2cc([N+](=O)O)ccc2N2CCNCC2)CC(C)(C)C1.CCCC=O,[H+].[BH3-]C#N.[Na+],CCCCN1CCN(c2ccc([N+](=O)O)cc2C2=CC(C)(C)CC(C)(C)C2)CC1,train
SN2,CNCCOc1ccc(C2=C(c3ccccc3)CCCc3cc(OC4CCCCO4)ccc32)cc1.CCCCN(C)C(=O)CS(=O)(=O)CCI,,CCCCN(C)C(=O)CS(=O)(=O)CCN(C)CCOc1ccc(C2=C(c3ccccc3)CCCc3cc(OC4CCCCO4)ccc32)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,C[Si](C)(C)CCOCn1ccc2nc(NC(=O)NC3CCCNC3)cnc21.CS(=O)(=O)Cl,,C[Si](C)(C)CCOCn1ccc2nc(NC(=O)NC3CCCN(S(C)(=O)=O)C3)cnc21,train
ester_reduction,CCOC(=O)c1cccc(C2=CCCC2)c1,[AlH4-].[AlH4-].[H+],OCc1cccc(C2=CCCC2)c1,train
SN2_alcohol(thiol),CCCc1c(O)ccc2c(CC(C)(C)C)noc12.BrCCCBr,[H-].[Na+],CCCc1c(OCCCBr)ccc2c(CC(C)(C)C)noc12,train
SN2_alcohol(thiol),CN(C)C(=O)c1ccc(Oc2cc(C(=O)OC(C)(C)C)cc3c2CC(C)(CO)O3)cc1F.CI,[H-].[Na+],COCC1(C)Cc2c(Oc3ccc(C(=O)N(C)C)c(F)c3)cc(C(=O)OC(C)(C)C)cc2O1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,[H+],CC12CCC3C(CNC4=CC(=O)CCC43C)C1CCC2=O,train
reductive_amination,Cn1nc(NCC(=O)NC2CNC2)c2cc(C(F)C(F)(F)F)ccc21.O=C1CCC(O)(c2cncs2)CC1,[H+].[BH3-]C#N.[Na+],Cn1nc(NCC(=O)NC2CN(C3CCC(O)(c4cncs4)CC3)C2)c2cc(C(F)C(F)(F)F)ccc21,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(O)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)O)cc3)=C(SC3COC(CO)C3)C(C)C12.CS(=O)(=O)Cl,[H-].[Na+],CC(O)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)O)cc3)=C(SC3COC(COS(C)(=O)=O)C3)C(C)C12,train
Boc_deprotection,CC(C)(C)OC(=O)NCc1ccc(-c2nc3c(cc2-c2ccccc2)N(CC(F)(F)F)C(=O)CO3)cc1,[H+],NCc1ccc(-c2nc3c(cc2-c2ccccc2)N(CC(F)(F)F)C(=O)CO3)cc1,train
SN2,CS(=O)(=O)OCc1cc(-c2ccc(S(C)(=O)=O)cc2)nn(CC2CC2)c1=O.CNC,,CN(C)Cc1cc(-c2ccc(S(C)(=O)=O)cc2)nn(CC2CC2)c1=O,train
SNAr(para),Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(F)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1.C1COCCN1,,Cc1ccc2nc(N3CCS(=O)(=O)c4ccc(N5CCOCC5)cc4C3)cc(NCC3(N(Cc4ccccc4)Cc4ccccc4)COC3)c2c1,train
SNAr(ortho),N#Cc1cc(C(F)(F)F)ccc1F.Nc1ccc(Cl)cc1[N+](=O)O,,N#Cc1cc(C(F)(F)F)ccc1Nc1ccc(Cl)cc1[N+](=O)O,train
DCC_condensation,CC(C)c1ccc(CCNS(=O)(=O)c2cc(C#N)ccc2O)c(NCC(=O)O)c1.CCOC(=O)CCN,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)CCNC(=O)CNc1cc(C(C)C)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1nc2cc(-c3cccnc3)cc(-c3ccccn3)c2s1.CCOC(=O)Cl,,CCOC(=O)Nc1nc2cc(-c3cccnc3)cc(-c3ccccn3)c2s1,train
